,open,high,low,close,volume,ticker
2021-06-23 13:30:00,132.80999755859375,132.92999267578125,132.6199951171875,132.72999572753906,241889.0,NKE
2021-06-23 13:31:00,132.72500610351562,132.85000610351562,132.70680236816406,132.7899932861328,13232.0,NKE
2021-06-23 13:32:00,132.7899932861328,132.88999938964844,132.5500030517578,132.71499633789062,17841.0,NKE
2021-06-23 13:33:00,132.7100067138672,132.99000549316406,132.7100067138672,132.99000549316406,16655.0,NKE
2021-06-23 13:34:00,132.9499969482422,133.07000732421875,132.92999267578125,132.99989318847656,21436.0,NKE
2021-06-23 13:35:00,133.0,133.16000366210938,132.94000244140625,133.14999389648438,23593.0,NKE
2021-06-23 13:36:00,133.10000610351562,133.13999938964844,132.9550018310547,132.97000122070312,14282.0,NKE
2021-06-23 13:37:00,132.97000122070312,132.99000549316406,132.86000061035156,132.96499633789062,22802.0,NKE
2021-06-23 13:38:00,132.99000549316406,132.99000549316406,132.77999877929688,132.80999755859375,12776.0,NKE
2021-06-23 13:39:00,132.77999877929688,132.83999633789062,132.72000122070312,132.77389526367188,14870.0,NKE
2021-06-23 13:40:00,132.7899932861328,132.85000610351562,132.75,132.77999877929688,7864.0,NKE
2021-06-23 13:41:00,132.75999450683594,132.77000427246094,132.66000366210938,132.6699981689453,8435.0,NKE
2021-06-23 13:42:00,132.67999267578125,132.69000244140625,132.6199951171875,132.63999938964844,9777.0,NKE
2021-06-23 13:43:00,132.63519287109375,132.69000244140625,132.52999877929688,132.69000244140625,12518.0,NKE
2021-06-23 13:44:00,132.72999572753906,132.82000732421875,132.6699981689453,132.77999877929688,8862.0,NKE
2021-06-23 13:45:00,132.80999755859375,132.85000610351562,132.71180725097656,132.75,13453.0,NKE
2021-06-23 13:46:00,132.72999572753906,132.72999572753906,132.61000061035156,132.72000122070312,14020.0,NKE
2021-06-23 13:47:00,132.72999572753906,132.74000549316406,132.61709594726562,132.69000244140625,11832.0,NKE
2021-06-23 13:48:00,132.67999267578125,132.7899932861328,132.6300048828125,132.63999938964844,9605.0,NKE
2021-06-23 13:49:00,132.6300048828125,132.72999572753906,132.58999633789062,132.72999572753906,17238.0,NKE
2021-06-23 13:50:00,132.71499633789062,132.72000122070312,132.64959716796875,132.66000366210938,11226.0,NKE
2021-06-23 13:51:00,132.6300048828125,132.63999938964844,132.47000122070312,132.51499938964844,20637.0,NKE
2021-06-23 13:52:00,132.52000427246094,132.56500244140625,132.50999450683594,132.5500030517578,7706.0,NKE
2021-06-23 13:53:00,132.52000427246094,132.52000427246094,132.3699951171875,132.3800048828125,9872.0,NKE
2021-06-23 13:54:00,132.36000061035156,132.40499877929688,132.22000122070312,132.22999572753906,9952.0,NKE
2021-06-23 13:55:00,132.22000122070312,132.35000610351562,132.21400451660156,132.35000610351562,16087.0,NKE
2021-06-23 13:56:00,132.3300018310547,132.47000122070312,132.3300018310547,132.43499755859375,9205.0,NKE
2021-06-23 13:57:00,132.4199981689453,132.55999755859375,132.4199981689453,132.55999755859375,9815.0,NKE
2021-06-23 13:58:00,132.5399932861328,132.7899932861328,132.5399932861328,132.7899932861328,11443.0,NKE
2021-06-23 13:59:00,132.7899932861328,132.88999938964844,132.75999450683594,132.86000061035156,14389.0,NKE
2021-06-23 14:00:00,132.85000610351562,132.86000061035156,132.75,132.80499267578125,13526.0,NKE
2021-06-23 14:01:00,132.8300018310547,132.8699951171875,132.77000427246094,132.80999755859375,11933.0,NKE
2021-06-23 14:02:00,132.82000732421875,132.97000122070312,132.8000030517578,132.89500427246094,11036.0,NKE
2021-06-23 14:03:00,132.8699951171875,133.0500030517578,132.82000732421875,133.02999877929688,17448.0,NKE
2021-06-23 14:04:00,133.0399932861328,133.08999633789062,133.00999450683594,133.00999450683594,10155.0,NKE
2021-06-23 14:05:00,133.02999877929688,133.10000610351562,133.00999450683594,133.02999877929688,8120.0,NKE
2021-06-23 14:06:00,133.02000427246094,133.16000366210938,133.02000427246094,133.10000610351562,14693.0,NKE
2021-06-23 14:07:00,133.0800018310547,133.24000549316406,133.0800018310547,133.22999572753906,19233.0,NKE
2021-06-23 14:08:00,133.22999572753906,133.3000030517578,133.1699981689453,133.2100067138672,19140.0,NKE
2021-06-23 14:09:00,133.1999969482422,133.1999969482422,133.0500030517578,133.1699981689453,8221.0,NKE
2021-06-23 14:10:00,133.1699981689453,133.27000427246094,133.1699981689453,133.25,12288.0,NKE
2021-06-23 14:11:00,133.25999450683594,133.4199981689453,133.2310028076172,133.3699951171875,14487.0,NKE
2021-06-23 14:12:00,133.36500549316406,133.47999572753906,133.36500549316406,133.43499755859375,20067.0,NKE
2021-06-23 14:13:00,133.41000366210938,133.4499969482422,133.39999389648438,133.44000244140625,16511.0,NKE
2021-06-23 14:14:00,133.42999267578125,133.5800018310547,133.42999267578125,133.55999755859375,30023.0,NKE
2021-06-23 14:15:00,133.5800018310547,133.60000610351562,133.50999450683594,133.5850067138672,25317.0,NKE
2021-06-23 14:16:00,133.57000732421875,133.60000610351562,133.52000427246094,133.5449981689453,18710.0,NKE
2021-06-23 14:17:00,133.55999755859375,133.58999633789062,133.49000549316406,133.56500244140625,12652.0,NKE
2021-06-23 14:18:00,133.57000732421875,133.67999267578125,133.54730224609375,133.67999267578125,13924.0,NKE
2021-06-23 14:19:00,133.6699981689453,133.6999969482422,133.58999633789062,133.6649932861328,18954.0,NKE
2021-06-23 14:20:00,133.6649932861328,133.6999969482422,133.60000610351562,133.60000610351562,11556.0,NKE
2021-06-23 14:21:00,133.59500122070312,133.64999389648438,133.52000427246094,133.52000427246094,10013.0,NKE
2021-06-23 14:22:00,133.50999450683594,133.52000427246094,133.42840576171875,133.5,12721.0,NKE
2021-06-23 14:23:00,133.50999450683594,133.61000061035156,133.47999572753906,133.61000061035156,9420.0,NKE
2021-06-23 14:24:00,133.60000610351562,133.61000061035156,133.5,133.5,8679.0,NKE
2021-06-23 14:25:00,133.52000427246094,133.52000427246094,133.4199981689453,133.44000244140625,19440.0,NKE
2021-06-23 14:26:00,133.42999267578125,133.5500030517578,133.38999938964844,133.548095703125,13409.0,NKE
2021-06-23 14:27:00,133.52999877929688,133.61000061035156,133.5,133.58749389648438,20450.0,NKE
2021-06-23 14:28:00,133.61000061035156,133.6300048828125,133.52999877929688,133.5800018310547,19705.0,NKE
2021-06-23 14:29:00,133.55999755859375,133.5800018310547,133.46949768066406,133.5050048828125,17392.0,NKE
2021-06-23 14:30:00,133.49000549316406,133.5500030517578,133.47999572753906,133.5500030517578,9081.0,NKE
2021-06-23 14:31:00,133.5500030517578,133.5500030517578,133.50999450683594,133.50999450683594,5463.0,NKE
2021-06-23 14:32:00,133.50999450683594,133.52000427246094,133.4499969482422,133.47000122070312,9470.0,NKE
2021-06-23 14:33:00,133.47000122070312,133.60000610351562,133.39999389648438,133.5341033935547,19371.0,NKE
2021-06-23 14:34:00,133.57000732421875,133.57000732421875,133.4199981689453,133.52000427246094,23754.0,NKE
2021-06-23 14:35:00,133.52999877929688,133.531005859375,133.41000366210938,133.47999572753906,22940.0,NKE
2021-06-23 14:36:00,133.48500061035156,133.52999877929688,133.47000122070312,133.52000427246094,10657.0,NKE
2021-06-23 14:37:00,133.50999450683594,133.52000427246094,133.43499755859375,133.47000122070312,9144.0,NKE
2021-06-23 14:38:00,133.4499969482422,133.55999755859375,133.44000244140625,133.5399932861328,8533.0,NKE
2021-06-23 14:39:00,133.5399932861328,133.55990600585938,133.4499969482422,133.47999572753906,10446.0,NKE
2021-06-23 14:40:00,133.47000122070312,133.5050048828125,133.4600067138672,133.47000122070312,12318.0,NKE
2021-06-23 14:41:00,133.47999572753906,133.50999450683594,133.4199981689453,133.42129516601562,6955.0,NKE
2021-06-23 14:42:00,133.4199981689453,133.44000244140625,133.33999633789062,133.38999938964844,10626.0,NKE
2021-06-23 14:43:00,133.3800048828125,133.3800048828125,133.32000732421875,133.36000061035156,7626.0,NKE
2021-06-23 14:44:00,133.3699951171875,133.3800048828125,133.32000732421875,133.34500122070312,9427.0,NKE
2021-06-23 14:45:00,133.35800170898438,133.5,133.34039306640625,133.47000122070312,26363.0,NKE
2021-06-23 14:46:00,133.47000122070312,133.47000122070312,133.3800048828125,133.39999389648438,7613.0,NKE
2021-06-23 14:47:00,133.39999389648438,133.46499633789062,133.3800048828125,133.44000244140625,8600.0,NKE
2021-06-23 14:48:00,133.44000244140625,133.49000549316406,133.42999267578125,133.42999267578125,5375.0,NKE
2021-06-23 14:49:00,133.4199981689453,133.4550018310547,133.40499877929688,133.4499969482422,5608.0,NKE
2021-06-23 14:50:00,133.44000244140625,133.47500610351562,133.41000366210938,133.47500610351562,11225.0,NKE
2021-06-23 14:51:00,133.4600067138672,133.47000122070312,133.39999389648438,133.39999389648438,8522.0,NKE
2021-06-23 14:52:00,133.38999938964844,133.41000366210938,133.3249969482422,133.35000610351562,21069.0,NKE
2021-06-23 14:53:00,133.36000061035156,133.44000244140625,133.36000061035156,133.44000244140625,2883.0,NKE
2021-06-23 14:54:00,,,,,,NKE
2021-06-23 14:55:00,133.5,133.5,133.46499633789062,133.5,44153.0,NKE
2021-06-23 14:56:00,133.49000549316406,133.5449981689453,133.49000549316406,133.5449981689453,14230.0,NKE
2021-06-23 14:57:00,133.5469970703125,133.55999755859375,133.5,133.52000427246094,9782.0,NKE
2021-06-23 14:58:00,133.50999450683594,133.5800018310547,133.5050048828125,133.5800018310547,8259.0,NKE
2021-06-23 14:59:00,133.58999633789062,133.67999267578125,133.58999633789062,133.67999267578125,12893.0,NKE
2021-06-23 15:00:00,133.69000244140625,133.6999969482422,133.50999450683594,133.50999450683594,29708.0,NKE
2021-06-23 15:01:00,133.52099609375,133.5399932861328,133.44500732421875,133.4499969482422,17248.0,NKE
2021-06-23 15:02:00,133.4600067138672,133.47000122070312,133.3000030517578,133.32000732421875,24104.0,NKE
2021-06-23 15:03:00,133.31500244140625,133.3300018310547,133.19500732421875,133.23500061035156,12921.0,NKE
2021-06-23 15:04:00,133.2375946044922,133.3249969482422,133.23390197753906,133.28500366210938,13611.0,NKE
2021-06-23 15:05:00,133.27000427246094,133.3300018310547,133.22999572753906,133.30999755859375,6740.0,NKE
2021-06-23 15:06:00,133.30999755859375,133.30999755859375,133.2100067138672,133.2100067138672,7772.0,NKE
2021-06-23 15:07:00,133.2100067138672,133.25,133.2100067138672,133.25,8273.0,NKE
2021-06-23 15:08:00,133.25999450683594,133.3000030517578,133.22999572753906,133.27000427246094,11873.0,NKE
2021-06-23 15:09:00,133.25999450683594,133.32009887695312,133.24000549316406,133.3000030517578,9327.0,NKE
2021-06-23 15:10:00,133.30349731445312,133.30349731445312,133.17999267578125,133.17999267578125,7287.0,NKE
2021-06-23 15:11:00,133.1699981689453,133.19500732421875,133.0500030517578,133.0500030517578,9950.0,NKE
2021-06-23 15:12:00,133.0399932861328,133.1300048828125,133.02999877929688,133.1300048828125,10617.0,NKE
2021-06-23 15:13:00,133.13999938964844,133.16000366210938,133.1199951171875,133.16000366210938,6040.0,NKE
2021-06-23 15:14:00,133.17999267578125,133.1999969482422,133.1649932861328,133.1699981689453,5952.0,NKE
2021-06-23 15:15:00,133.16000366210938,133.1699981689453,133.1300048828125,133.1555938720703,4127.0,NKE
2021-06-23 15:16:00,133.14999389648438,133.15499877929688,133.1199951171875,133.1199951171875,6011.0,NKE
2021-06-23 15:17:00,133.11000061035156,133.11000061035156,133.0590057373047,133.05999755859375,2061.0,NKE
2021-06-23 15:18:00,133.05999755859375,133.0800018310547,133.0399932861328,133.0800018310547,7047.0,NKE
2021-06-23 15:19:00,133.0800018310547,133.14999389648438,133.0800018310547,133.14999389648438,6716.0,NKE
2021-06-23 15:20:00,133.13999938964844,133.13999938964844,133.08999633789062,133.10499572753906,6003.0,NKE
2021-06-23 15:21:00,133.10000610351562,133.16000366210938,133.09500122070312,133.15499877929688,4986.0,NKE
2021-06-23 15:22:00,133.13999938964844,133.16000366210938,133.13999938964844,133.14999389648438,4717.0,NKE
2021-06-23 15:23:00,133.16000366210938,133.19000244140625,133.14999389648438,133.1699981689453,5578.0,NKE
2021-06-23 15:24:00,133.1699981689453,133.25999450683594,133.1699981689453,133.25999450683594,3221.0,NKE
2021-06-23 15:25:00,133.25999450683594,133.32000732421875,133.25999450683594,133.27999877929688,11946.0,NKE
2021-06-23 15:26:00,133.27000427246094,133.27999877929688,133.22000122070312,133.22999572753906,6041.0,NKE
2021-06-23 15:27:00,133.24000549316406,133.25,133.19000244140625,133.22999572753906,6629.0,NKE
2021-06-23 15:28:00,133.22000122070312,133.22999572753906,133.1999969482422,133.2100067138672,6028.0,NKE
2021-06-23 15:29:00,133.1999969482422,133.2100067138672,133.1699981689453,133.2100067138672,7595.0,NKE
2021-06-23 15:30:00,133.22000122070312,133.2899932861328,133.17999267578125,133.17999267578125,9413.0,NKE
2021-06-23 15:31:00,133.17990112304688,133.1999969482422,133.17990112304688,133.1999969482422,3461.0,NKE
2021-06-23 15:32:00,133.19000244140625,133.1999969482422,133.1300048828125,133.1699981689453,4328.0,NKE
2021-06-23 15:33:00,133.1999969482422,133.1999969482422,133.1300048828125,133.1699981689453,9195.0,NKE
2021-06-23 15:34:00,133.16000366210938,133.16000366210938,133.08999633789062,133.08999633789062,12327.0,NKE
2021-06-23 15:35:00,133.08999633789062,133.13999938964844,133.0800018310547,133.10000610351562,15734.0,NKE
2021-06-23 15:36:00,133.10000610351562,133.11000061035156,133.00999450683594,133.02000427246094,15366.0,NKE
2021-06-23 15:37:00,133.02999877929688,133.07000732421875,133.0,133.00999450683594,3370.0,NKE
2021-06-23 15:38:00,133.02000427246094,133.02999877929688,132.99009704589844,133.02999877929688,16865.0,NKE
2021-06-23 15:39:00,133.03500366210938,133.03500366210938,132.9600067138672,132.9600067138672,12904.0,NKE
2021-06-23 15:40:00,132.9499969482422,132.99000549316406,132.94500732421875,132.97000122070312,5086.0,NKE
2021-06-23 15:41:00,132.9600067138672,132.97999572753906,132.9199981689453,132.97000122070312,8043.0,NKE
2021-06-23 15:42:00,132.97999572753906,132.99000549316406,132.96620178222656,132.97000122070312,2556.0,NKE
2021-06-23 15:43:00,132.99000549316406,133.00999450683594,132.99000549316406,133.00999450683594,3380.0,NKE
2021-06-23 15:44:00,133.00999450683594,133.07000732421875,133.0,133.07000732421875,5093.0,NKE
2021-06-23 15:45:00,133.07839965820312,133.08999633789062,132.97000122070312,132.99000549316406,7690.0,NKE
2021-06-23 15:46:00,133.00509643554688,133.02000427246094,132.97999572753906,132.98989868164062,6886.0,NKE
2021-06-23 15:47:00,132.97999572753906,132.99000549316406,132.92999267578125,132.92999267578125,6039.0,NKE
2021-06-23 15:48:00,132.94000244140625,132.9499969482422,132.93499755859375,132.94000244140625,3201.0,NKE
2021-06-23 15:49:00,132.94000244140625,132.97000122070312,132.91000366210938,132.94500732421875,7108.0,NKE
2021-06-23 15:50:00,132.9499969482422,132.99000549316406,132.92970275878906,132.97000122070312,15909.0,NKE
2021-06-23 15:51:00,132.97500610351562,133.02000427246094,132.97500610351562,133.02000427246094,11026.0,NKE
2021-06-23 15:52:00,133.00999450683594,133.05999755859375,133.00999450683594,133.05999755859375,3806.0,NKE
2021-06-23 15:53:00,133.06500244140625,133.07000732421875,133.05270385742188,133.07000732421875,3350.0,NKE
2021-06-23 15:54:00,133.05999755859375,133.1300048828125,133.05999755859375,133.08999633789062,6795.0,NKE
2021-06-23 15:55:00,133.0800018310547,133.10000610351562,133.0800018310547,133.0800018310547,3946.0,NKE
2021-06-23 15:56:00,133.0800018310547,133.0800018310547,133.0500030517578,133.07000732421875,5342.0,NKE
2021-06-23 15:57:00,133.0800018310547,133.08999633789062,133.05999755859375,133.08999633789062,4451.0,NKE
2021-06-23 15:58:00,133.08999633789062,133.08999633789062,133.02999877929688,133.03500366210938,4346.0,NKE
2021-06-23 15:59:00,133.01100158691406,133.0399932861328,132.97999572753906,133.0399932861328,5189.0,NKE
2021-06-23 16:00:00,133.0399932861328,133.05999755859375,133.02000427246094,133.0500030517578,4244.0,NKE
2021-06-23 16:01:00,133.0500030517578,133.0500030517578,132.99000549316406,133.00999450683594,6959.0,NKE
2021-06-23 16:02:00,133.00999450683594,133.02000427246094,132.97999572753906,133.02000427246094,4767.0,NKE
2021-06-23 16:03:00,133.02999877929688,133.10000610351562,133.02999877929688,133.10000610351562,7358.0,NKE
2021-06-23 16:04:00,133.10000610351562,133.11000061035156,133.05999755859375,133.07000732421875,4709.0,NKE
2021-06-23 16:05:00,133.0500030517578,133.10499572753906,133.0449981689453,133.10499572753906,4793.0,NKE
2021-06-23 16:06:00,133.11000061035156,133.14999389648438,133.11000061035156,133.14990234375,6906.0,NKE
2021-06-23 16:07:00,133.1999969482422,133.24000549316406,133.17999267578125,133.24000549316406,3324.0,NKE
2021-06-23 16:08:00,133.22900390625,133.22900390625,133.1699981689453,133.17999267578125,7368.0,NKE
2021-06-23 16:09:00,133.16000366210938,133.22999572753906,133.1199951171875,133.2220001220703,32906.0,NKE
2021-06-23 16:10:00,133.22000122070312,133.24000549316406,133.22000122070312,133.24000549316406,2975.0,NKE
2021-06-23 16:11:00,133.22000122070312,133.32000732421875,133.2100067138672,133.32000732421875,11303.0,NKE
2021-06-23 16:12:00,133.30999755859375,133.36000061035156,133.30999755859375,133.35000610351562,14722.0,NKE
2021-06-23 16:13:00,133.33999633789062,133.33999633789062,133.2100067138672,133.2100067138672,3571.0,NKE
2021-06-23 16:14:00,133.2100067138672,133.22000122070312,133.14999389648438,133.1999969482422,6913.0,NKE
2021-06-23 16:15:00,133.1999969482422,133.1999969482422,133.1699981689453,133.19009399414062,4560.0,NKE
2021-06-23 16:16:00,133.19000244140625,133.22999572753906,133.16380310058594,133.1750030517578,7872.0,NKE
2021-06-23 16:17:00,133.16439819335938,133.16439819335938,133.11000061035156,133.14999389648438,5409.0,NKE
2021-06-23 16:18:00,133.1300048828125,133.1300048828125,133.1199951171875,133.1199951171875,1974.0,NKE
2021-06-23 16:19:00,133.1199951171875,133.1199951171875,133.05999755859375,133.0800018310547,6831.0,NKE
2021-06-23 16:20:00,133.0800018310547,133.11000061035156,133.0800018310547,133.1082000732422,6335.0,NKE
2021-06-23 16:21:00,133.11000061035156,133.11500549316406,133.0832977294922,133.0832977294922,3528.0,NKE
2021-06-23 16:22:00,133.10000610351562,133.10000610351562,133.07460021972656,133.08990478515625,3343.0,NKE
2021-06-23 16:23:00,133.07000732421875,133.0800018310547,133.0399932861328,133.0399932861328,9388.0,NKE
2021-06-23 16:24:00,133.02879333496094,133.0500030517578,133.02879333496094,133.03990173339844,1225.0,NKE
2021-06-23 16:25:00,133.0399932861328,133.0399932861328,132.9600067138672,132.9927978515625,8120.0,NKE
2021-06-23 16:26:00,133.0,133.05499267578125,133.0,133.05499267578125,4453.0,NKE
2021-06-23 16:27:00,133.0500030517578,133.0500030517578,133.02000427246094,133.02499389648438,6283.0,NKE
2021-06-23 16:28:00,133.02999877929688,133.1199951171875,133.02999877929688,133.11000061035156,5249.0,NKE
2021-06-23 16:29:00,133.1199951171875,133.1697998046875,133.1199951171875,133.16000366210938,7629.0,NKE
2021-06-23 16:30:00,133.16000366210938,133.18499755859375,133.13999938964844,133.13999938964844,5149.0,NKE
2021-06-23 16:31:00,133.10000610351562,133.10000610351562,133.05999755859375,133.07530212402344,3918.0,NKE
2021-06-23 16:32:00,133.07000732421875,133.0800018310547,133.02999877929688,133.02999877929688,6443.0,NKE
2021-06-23 16:33:00,133.02000427246094,133.0399932861328,133.02000427246094,133.0399932861328,2514.0,NKE
2021-06-23 16:34:00,133.02999877929688,133.1199951171875,133.02999877929688,133.1199951171875,7078.0,NKE
2021-06-23 16:35:00,133.13999938964844,133.14889526367188,133.0800018310547,133.0800018310547,5814.0,NKE
2021-06-23 16:36:00,133.08999633789062,133.08999633789062,133.0399932861328,133.0399932861328,3949.0,NKE
2021-06-23 16:37:00,133.03500366210938,133.0449981689453,132.99000549316406,133.02000427246094,4968.0,NKE
